               0    0.99993896484               0 
          0.0005           0.0625  -0.63455200195 
           0.001                0               0 
          0.0015   0.062469482422  -0.20602416992 
           0.002                0               0 
          0.0025   0.062469482422   -0.1169128418 
           0.003                0               0 
          0.0035           0.0625 -0.076141357422 
           0.004                0               0 
          0.0045   0.062469482422  -0.05126953125 
           0.005                0               0 
          0.0055   0.062469482422 -0.033386230469 
           0.006                0               0 
          0.0065   0.062469482422 -0.018951416016 
           0.007                0               0 
          0.0075   0.062469482422 -0.0061340332031 
           0.008                0               0 
          0.0085   0.062469482422 0.0061340332031 
           0.009                0               0 
          0.0095   0.062469482422  0.018951416016 
            0.01                0               0 
          0.0105   0.062469482422  0.033386230469 
           0.011                0               0 
          0.0115   0.062469482422   0.05126953125 
           0.012                0               0 
          0.0125           0.0625  0.076141357422 
           0.013                0               0 
          0.0135   0.062469482422    0.1169128418 
           0.014                0               0 
          0.0145   0.062469482422   0.20602416992 
           0.015                0               0 
          0.0155           0.0625   0.63455200195 
